,Country,City,AccentCity,Region,Population,Latitude,Longitude
106964,am,shnogh,Shnogh,6.0,2872.0,41.1477778,44.8377778
106985,am,sisavan,Sisavan,2.0,1793.0,39.9,44.6666667
106988,am,sisian,Sisian,8.0,15208.0,39.4627778,45.9730556
106990,am,sis,Sis,2.0,1135.0,40.0586111,44.3863889
106997,am,solak,Solak,5.0,2295.0,40.4636111,44.708611100000006
107004,am,sovetakan,Sovetakan,3.0,1613.0,40.1133333,44.0552778
107012,am,spandaryan,Spandaryan,7.0,1226.0,40.665,44.01888889999999
107015,am,spitak,Spitak,6.0,15063.0,40.79555560000001,44.2783333
107029,am,surenavan,Surenavan,10.0,2241.0,39.75,44.8
107052,am,talin,Talin,1.0,4945.0,40.33694439999999,43.8588889
107059,am,tandzut,Tandzut,3.0,1816.0,40.0772222,44.0886111
107070,am,taronik,Taronik,3.0,1874.0,40.133055600000006,44.1991667
107074,am,tashir,Tashir,6.0,7318.0,41.124444399999994,44.28194439999999
107094,am,tazagyukh,Tazagyukh,4.0,2248.0,40.1416667,45.1913889
107105,am,tegh,Tegh,8.0,2120.0,39.5547222,46.4758333
107144,am,tsaghkaber,Tsaghkaber,6.0,1207.0,40.7986111,44.1072222
107145,am,tsaghkadzor,Tsaghkadzor,5.0,1408.0,40.538611100000004,44.711388899999996
107146,am,tsaghkahovit,Tsaghkahovit,1.0,1551.0,40.6361111,44.2230556
107175,am,tsiatsan,Tsiatsan,3.0,1050.0,40.186944399999994,44.2666667
107180,am,tsovagyugh,Tsovagyugh,4.0,3857.0,40.633055600000006,44.9522222
107182,am,tsovak,Tsovak,4.0,2531.0,40.1819444,45.635
107183,am,tsovazard,Tsovazard,4.0,1949.0,40.476944399999994,45.0375
107184,am,tsovinar,Tsovinar,4.0,3968.0,40.1608333,45.453888899999995
107195,am,tumanyan,Tumanyan,6.0,1693.0,40.963333299999995,44.6516667
107228,am,urut,Urut,6.0,1102.0,41.0711111,44.396944399999995
107230,am,ushi,Ushi,1.0,1276.0,40.3536111,44.3686111
107241,am,vagharshapat,Vagharshapat,3.0,49514.0,40.1727778,44.2925
107242,am,vaghashen,Vaghashen,4.0,3235.0,40.1377778,45.3291667
107249,am,vahagni,Vahagni,6.0,1184.0,40.908055600000004,44.606944399999996
107250,am,vahan,Vahan,4.0,1153.0,40.57,45.3955556
107254,am,vanadzor,Vanadzor,6.0,101099.0,40.8127778,44.4883333
107259,am,vardablur,Vardablur,6.0,1297.0,40.95,44.466666700000005
107260,am,vardadzor,Vardadzor,11.0,2095.0,40.1916667,45.1875
107275,am,vardenik,Vardenik,4.0,7709.0,40.135,45.4363889
107277,am,vardenis,Vardenis,4.0,11382.0,40.180555600000005,45.728333299999996
107282,am,varser,Varser,4.0,1614.0,40.5561111,44.91111110000001
107288,am,vedi,Vedi,2.0,12192.0,39.9105556,44.7277778
107300,am,verin artashat,Verin Artashat,2.0,3931.0,40.000555600000006,44.585
107306,am,verin dvin,Verin Dvin,2.0,1853.0,40.0252778,44.5908333
107311,am,verin getashen,Verin Getashen,4.0,4173.0,40.1327778,45.248611100000005
107340,am,verishen,Verishen,8.0,2114.0,39.5358333,46.311944399999994
107375,am,vernashen,Vernashen,10.0,1162.0,39.7938889,45.3633333
107389,am,voskehask,Voskehask,7.0,1803.0,40.7383333,43.775833299999995
107390,am,voskehat,Voskehat,3.0,2181.0,40.141388899999995,44.3291667
107394,am,voskevan,Voskevan,9.0,1287.0,41.1191667,45.0652778
107395,am,voskevaz,Voskevaz,1.0,3789.0,40.2797222,44.295
107397,am,vostan,Vostan,2.0,2925.0,39.9588889,44.5591667
107417,am,yeghegnavan,Yeghegnavan,2.0,1221.0,39.8277778,44.637222200000004
107418,am,yeghegnut,Yeghegnut,3.0,1746.0,40.0902778,44.1625
107419,am,yeghegnut,Yeghegnut,6.0,1154.0,40.904166700000005,44.6325
107423,am,yeghvard,Yeghvard,5.0,10705.0,40.3216667,44.4813889
107453,am,yeraskhahun,Yeraskhahun,3.0,1346.0,40.0722222,44.2158333
107456,am,yerazgavors,Yerazgavors,7.0,1285.0,40.7,43.75
107461,am,yerevan,Yerevan,11.0,1093499.0,40.1811111,44.513611100000006
107482,am,zangakatun,Zangakatun,2.0,1130.0,39.8094444,45.0511111
107488,am,zaritap,Zaritap,10.0,1323.0,39.637222200000004,45.5086111
107495,am,zar,Zar,5.0,1340.0,40.2611111,44.7361111
107504,am,zhdanov,Zhdanov,3.0,1512.0,40.161666700000005,44.088333299999995
107512,am,zorak,Zorak,2.0,1390.0,40.0925,44.39194439999999
107513,am,zoravan,Zoravan,5.0,1167.0,40.356944399999996,44.523055600000006
107515,am,zovaber,Zovaber,4.0,1470.0,40.5736111,44.7863889
107521,am,zovuni,Zovuni,1.0,4484.0,40.5108333,44.4288889
107527,an,barber,Barber,0.0,2424.0,12.2833333,-69.0666667
107611,an,golden rock,Golden Rock,0.0,823.0,17.4833333,-62.9833333
107616,an,hato,Hato,0.0,13.0,12.183333300000001,-68.2833333
107640,an,kralendijk,Kralendijk,0.0,3081.0,12.15,-68.2666667
107647,an,lagun,Lagún,0.0,289.0,12.316666699999999,-69.16666670000001
107673,an,nieuwpoort,Nieuwpoort,0.0,1937.0,12.05,-68.8166667
107682,an,oranjestad,Oranjestad,0.0,1097.0,17.466666699999998,-62.9833333
107705,an,rincon,Rincón,0.0,1496.0,12.233333300000002,-68.33333329999999
107751,an,sint michiel,Sint Michiel,0.0,5138.0,12.133333300000002,-68.9833333
107754,an,soto,Soto,0.0,1987.0,12.266666699999998,-69.1
107763,an,the bottom,The Bottom,0.0,488.0,17.6333333,-63.25
107786,an,westpunt,Westpunt,0.0,783.0,12.366666699999998,-69.16666670000001
107788,an,willemstad,Willemstad,0.0,97590.0,12.1,-68.91666670000001
107791,an,windward side,Windward Side,0.0,442.0,17.6333333,-63.2333333
108559,ao,benguela,Benguela,1.0,151235.0,-12.578333,13.407222
108918,ao,caala,Caála,8.0,21205.0,-12.8525,15.560556
109009,ao,cabinda,Cabinda,3.0,66020.0,-5.55,12.2
109260,ao,caconda,Caconda,9.0,10551.0,-13.733332999999998,15.066667
110119,ao,caluquembe,Caluquembe,9.0,30305.0,-13.783332999999999,14.683333
110134,ao,camabatela,Camabatela,5.0,12839.0,-8.18812,15.37495
110161,ao,camacupa,Camacupa,2.0,19150.0,-12.016667,17.483333
111992,ao,catabola,Catabola,2.0,18858.0,-12.15,17.283333
112307,ao,catumbela,Catumbela,1.0,16980.0,-12.431389,13.547222
112586,ao,caxito,Caxito,19.0,28229.0,-8.58,13.664167
112600,ao,cazaje,Cazaje,18.0,4764.0,-11.067147,20.701483
113620,ao,chissamba,Chissamba,2.0,7677.0,-12.166667,17.333333
115986,ao,huambo,Huambo,8.0,226177.0,-12.776111,15.739167000000002
116557,ao,kibala,Kibala,6.0,8915.0,-10.73366,14.979949
116642,ao,kuito,Kuito,2.0,113624.0,-12.383333,16.933332999999998
116799,ao,leua,Leúa,14.0,5168.0,-11.65,20.45
116936,ao,lobito,Lobito,1.0,207957.0,-12.319722,13.599722
117041,ao,longonjo,Longonjo,8.0,24350.0,-12.906667,15.253333
117135,ao,luanda,Luanda,20.0,2776125.0,-8.836803999999999,13.233173999999998
117174,ao,luau,Luau,14.0,18465.0,-10.707272999999999,22.22466
117180,ao,lubango,Lubango,9.0,102541.0,-14.916667000000002,13.5
117212,ao,lucapa,Lucapa,17.0,20115.0,-8.419151,20.744654999999998
117276,ao,luena,Luena,14.0,21115.0,-11.783333,19.916667
117386,ao,lumeje,Lumeje,14.0,4972.0,-11.55,20.783333
117829,ao,malanje,Malanje,12.0,87047.0,-9.544722,16.345278
118537,ao,menongue,Menongue,4.0,19141.0,-14.661639000000001,17.688223999999998
119926,ao,namibe,Namibe,13.0,80150.0,-15.196110999999998,12.152222
120873,ao,ondjiva,Ondjiva,7.0,10169.0,-17.066667000000002,15.733332999999998
125100,ao,saurimo,Saurimo,18.0,40498.0,-9.66078,20.391553
125450,ao,soyo,Soyo,16.0,67553.0,-6.1349029999999996,12.368935
125487,ao,sumbe,Sumbe,6.0,33278.0,-11.206048,13.843713000000001
126620,ao,uige,Uíge,15.0,60008.0,-7.613282000000001,15.056621
127613,ar,alta gracia,Alta Gracia,5.0,40385.0,-31.652925,-64.428259
127926,ar,azul,Azul,1.0,52333.0,-36.776976,-59.858539
127933,ar,bahia blanca,Bahia Blanca,1.0,282950.0,-38.719595,-62.272431999999995
128156,ar,bell ville,Bell Ville,5.0,35106.0,-32.625906,-62.68873000000001
128406,ar,campana,Campana,1.0,83175.0,-34.168742,-58.959140000000005
128679,ar,catamarca,Catamarca,2.0,213601.0,-28.469573999999998,-65.785239
128758,ar,chacabuco,Chacabuco,1.0,34587.0,-34.641667,-60.473889
128877,ar,chivilcoy,Chivilcoy,1.0,52307.0,-34.895661,-60.016667000000005
129279,ar,comodoro rivadavia,Comodoro Rivadavia,7.0,142597.0,-45.864135,-67.496558
129291,ar,concepcion del uruguay,Concepcion del Uruguay,8.0,72904.0,-32.482493,-58.237217
129295,ar,concordia,Concordia,8.0,155686.0,-31.392959,-58.02089
129336,ar,cordoba,Cordoba,5.0,1441007.0,-31.413496000000002,-64.18105200000001
129422,ar,corrientes,Corrientes,6.0,390481.0,-27.480596000000002,-58.834099
129636,ar,dolores,Dolores,1.0,25190.0,-36.313215,-57.679185
129837,ar,eldorado,Eldorado,14.0,62823.0,-26.404840999999998,-54.624784
130450,ar,formosa,Formosa,9.0,248756.0,-26.177534,-58.178139
130675,ar,general pico,General Pico,11.0,55900.0,-35.656622,-63.756815
130684,ar,general roca,General Roca,16.0,76066.0,-39.02797,-67.573711
130796,ar,goya,Goya,6.0,70340.0,-29.14003,-59.262564000000005
130822,ar,gualeguaychu,Gualeguaychu,8.0,88218.0,-33.009375,-58.517219999999995
130823,ar,gualeguay,Gualeguay,8.0,33120.0,-33.141559,-59.309656999999994
131309,ar,jujuy,Jujuy,10,277150.0,-24.194565,-65.297116
131320,ar,junin,Junin,01,76369.0,-34.583816,-60.943318000000005
131741,ar,la plata,La Plata,01,684318.0,-34.921454,-57.954533
131795,ar,la rioja,La Rioja,12,178497.0,-29.411047999999997,-66.850668
132136,ar,libertador general san martin,Libertador General San Martin,10,49273.0,-23.806442999999998,-64.78757399999999
132155,ar,lincoln,Lincoln,01,24798.0,-34.866494,-61.530196999999994
132429,ar,lujan,Lujan,01,74823.0,-34.570278,-59.105
132431,ar,lujan,Lujan,13,77625.0,-33.035471,-68.87782299999999
132571,ar,mar del plata,Mar del Plata,01,645771.0,-38.002278000000004,-57.557539
132705,ar,mendoza,Mendoza,13,973047.0,-32.890845,-68.82717099999999
132708,ar,mercedes,Mercedes,01,49067.0,-34.651455,-59.430676
132710,ar,mercedes,Mercedes,06,30649.0,-29.181858000000002,-58.078951
132712,ar,mercedes,Mercedes,19,126559.0,-33.674359,-65.461405
132992,ar,necochea,Necochea,01,84969.0,-38.547259000000004,-58.736753
133003,ar,neuquen,Neuquen,15,359037.0,-38.951606,-68.059102
133069,ar,nueve de julio,Nueve de Julio,01,34717.0,-35.444373999999996,-60.883131000000006
133082,ar,obera,Obera,14,58939.0,-27.487059000000002,-55.11994
133116,ar,olavarria,Olavarria,01,80005.0,-36.892715,-60.322540000000004
133317,ar,parana,Parana,08,299257.0,-31.731966999999997,-60.523802
133457,ar,pergamino,Pergamino,01,86708.0,-33.889949,-60.573568
133624,ar,posadas,Posadas,14,313438.0,-27.367077000000002,-55.896078
133708,ar,presidencia roque saenz pena,Presidencia Roque Saenz Pena,03,89584.0,-26.785221000000003,-60.438761
133879,ar,puerto madryn,Puerto Madryn,04,95547.0,-42.769201,-65.038513
133976,ar,punta alta,Punta Alta,01,53117.0,-38.875875,-62.073589
134058,ar,rafaela,Rafaela,21,84025.0,-31.250332,-61.486695999999995
134120,ar,rawson,Rawson,04,26341.0,-43.300158,-65.10228000000001
134137,ar,reconquista,Reconquista,21,95979.0,-29.15,-59.65
134159,ar,resistencia,Resistencia,03,406967.0,-27.460559999999997,-58.983886
134212,ar,rio cuarto,Rio Cuarto,05,174058.0,-33.130671,-64.349918
134219,ar,rio gallegos,Rio Gallegos,20,93234.0,-51.622613,-69.218127
134242,ar,rio tercero,Rio Tercero,05,53396.0,-32.173008,-64.11405500000001
134252,ar,rivadavia,Rivadavia,13,65641.0,-33.190509000000006,-68.46081
134317,ar,rosario,Rosario,21,1218497.0,-32.946818,-60.639317000000005
134402,ar,salta,Salta,17,548288.0,-24.785895999999997,-65.411664
134483,ar,san carlos de bariloche,San Carlos de Bariloche,16,110044.0,-41.140293,-71.301369
134536,ar,san francisco,San Francisco,05,71444.0,-31.427971000000003,-62.08265600000001
134640,ar,san juan,San Juan,18,469958.0,-31.5375,-68.536389
134650,ar,san lorenzo,San Lorenzo,06,47627.0,-28.133060999999998,-58.767331000000006
134659,ar,san luis,San Luis,19,184869.0,-33.295012,-66.335627
134678,ar,san martin,San Martin,13,107554.0,-33.081031,-68.468138
134703,ar,san nicolas,San Nicolas,01,130705.0,-33.335784000000004,-60.225232999999996
134721,ar,san pedro,San Pedro,01,67514.0,-33.679127,-59.666635
134724,ar,san pedro,San Pedro,10,43124.0,-24.231266,-64.866141
134735,ar,san rafael,San Rafael,13,125033.0,-34.617717,-68.330066
134738,ar,san ramon de la nueva oran,San Ramon de la Nueva Oran,17,84504.0,-23.133979999999998,-64.32464499999999
134802,ar,santa fe,Santa Fe,21,456044.0,-31.629484,-60.701036
134855,ar,santa rosa,Santa Rosa,11,89478.0,-36.616667,-64.283333
134880,ar,santiago del estero,Santiago del Estero,22,407636.0,-27.795112,-64.261489
134906,ar,san vicente,San Vicente,01,84333.0,-34.982645,-58.376169
135204,ar,tandil,Tandil,01,100127.0,-37.321674,-59.133164
135222,ar,tartagal,Tartagal,17,63600.0,-22.516365,-63.801314
135381,ar,trelew,Trelew,04,107883.0,-43.250075,-65.313295
135387,ar,tres arroyos,Tres Arroyos,01,47143.0,-38.373939,-60.27978100000001
135445,ar,tucuman,Tucuman,24,828402.0,-26.824144,-65.2226
135508,ar,ushuaia,Ushuaia,23,58045.0,-54.8,-68.3
135553,ar,veinticinco de mayo,Veinticinco de Mayo,01,24668.0,-35.432303000000005,-60.172706999999996
135564,ar,venado tuerto,Venado Tuerto,21,71794.0,-33.745564,-61.968844999999995
135591,ar,victoria,Victoria,08,25139.0,-32.619888,-60.153907
135597,ar,viedma,Viedma,16,76553.0,-40.813452000000005,-62.996676
135652,ar,villa carlos paz,Villa Carlos Paz,05,61095.0,-31.424138,-64.497778
135673,ar,villa constitucion,Villa Constitucion,21,44278.0,-33.227778,-60.329699
135823,ar,villa maria,Villa Maria,05,92337.0,-32.407514,-63.240161
136073,ar,zarate,Zarate,01,88222.0,-34.098141999999996,-59.028585
136102,at,absam,Absam,07,6594.0,47.3,11.5
136111,at,abtenau,Abtenau,05,5829.0,47.55,13.35
136311,at,altach,Altach,08,6040.0,47.35,9.65
136379,at,althofen,Althofen,06,4833.0,47.15,14.233332999999998
136395,at,altmunster,Altmunster,04,9652.0,47.9,13.75
136460,at,amstetten,Amstetten,03,22832.0,48.116667,14.866667000000001
136496,at,anif,Anif,05,4154.0,47.75,13.066667
136510,at,ansfelden,Ansfelden,04,14936.0,48.2,14.283332999999999
136562,at,arnoldstein,Arnoldstein,02,6923.0,46.546110999999996,13.71
136637,at,asten,Asten,04,6517.0,48.216667,14.4
136770,at,axams,Axams,07,5560.0,47.233333,11.3
136800,at,bad aussee,Bad Aussee,06,5210.0,47.6,13.783332999999999
136804,at,baden,Baden,03,24893.0,48.016667,16.233333
136817,at,bad goisern,Bad Goisern,04,7869.0,47.633333,13.616667000000001
136818,at,bad hall,Bad Hall,04,4935.0,48.033333,14.2
136820,at,bad hofgastein,Bad Hofgastein,05,7002.0,47.166667,13.1
136821,at,bad ischl,Bad Ischl,04,14267.0,47.716667,13.616667000000001
136830,at,bad sankt leonhard,Bad Sankt Leonhard,02,4775.0,46.962778,14.791667000000002
136838,at,bad voslau,Bad Voslau,03,11013.0,47.966667,16.2
136870,at,barnbach,Barnbach,06,4850.0,46.983333,16.05
136947,at,bergheim,Bergheim,05,5031.0,47.833333,13.033333
136960,at,berndorf,Berndorf,03,8796.0,47.95,16.1
137034,at,bischofshofen,Bischofshofen,05,10145.0,47.416667,13.216667000000001
137068,at,bludenz,Bludenz,08,13904.0,47.149722,9.816667
137160,at,braunau,Braunau,04,16403.0,48.266667,13.033333
137168,at,bregenz,Bregenz,08,26928.0,47.5,9.766667
137249,at,bruck an der leitha,Bruck an der Leitha,03,7339.0,48.016667,16.766667
137250,at,bruck an der mur,Bruck an der Mur,06,13254.0,47.416667,15.283332999999999
137482,at,deutschlandsberg,Deutschlandsberg,06,8049.0,46.815278,15.222222
137487,at,deutsch-wagram,Deutsch-Wagram,03,7153.0,48.299721999999996,16.566667000000002
137668,at,dornbirn,Dornbirn,08,43013.0,47.416667,9.733056
137767,at,ebbs,Ebbs,07,5088.0,47.633333,12.216667
137788,at,ebensee,Ebensee,04,8376.0,47.8,13.766667000000002
137789,at,ebenthal,Ebenthal,02,7809.0,46.608056,14.364167000000002
137803,at,eberndorf,Eberndorf,02,6089.0,46.591389,14.643610999999998
137822,at,ebreichsdorf,Ebreichsdorf,03,9509.0,47.95,16.4
138007,at,eisenerz,Eisenerz,06,5987.0,47.533333,14.883332999999999
138018,at,eisenstadt,Eisenstadt,01,11767.0,47.85,16.516667
138110,at,engerwitzdorf,Engerwitzdorf,04,8510.0,48.35,14.45
138121,at,enns,Enns,04,10816.0,48.2,14.466667000000001
138345,at,feldbach,Feldbach,06,4877.0,46.953056,15.888333
138351,at,feldkirchen an der donau,Feldkirchen an der Donau,04,5286.0,48.35,14.05
138354,at,feldkirchen,Feldkirchen,02,14440.0,46.716667,14.1
138358,at,feldkirch,Feldkirch,08,29446.0,47.233056,9.6
138379,at,ferlach,Ferlach,02,7661.0,46.526944,14.301944
138420,at,finkenstein,Finkenstein,02,8406.0,46.565556,13.865278
138494,at,fohnsdorf,Fohnsdorf,06,8203.0,47.2,14.683333
138535,at,frankenburg,Frankenburg,04,5162.0,48.066666999999995,13.483332999999998
138600,at,freistadt,Freistadt,04,7574.0,48.5,14.5
138639,at,friesach,Friesach,02,5369.0,46.955278,14.405833
138659,at,frohnleiten,Frohnleiten,06,6629.0,47.266667,15.316667
138693,at,fugen,Fugen,07,3734.0,47.35,11.85
138718,at,furstenfeld,Furstenfeld,06,5962.0,47.05,16.083333
138795,at,gallneukirchen,Gallneukirchen,04,6282.0,48.35,14.416667000000002
138822,at,ganserndorf,Ganserndorf,03,8588.0,48.35,16.733333
138846,at,garsten,Garsten,04,6657.0,48.016667,14.4
139073,at,gleisdorf,Gleisdorf,06,5245.0,47.1,15.716667000000001
139084,at,gloggnitz,Gloggnitz,03,6213.0,47.666667,15.933333
139101,at,gmunden,Gmunden,04,13287.0,47.916667,13.8
139103,at,gmund,Gmund,03,5811.0,48.766667,14.983332999999998
139260,at,gotzis,Gotzis,08,10342.0,47.333056,9.633056
139356,at,gratkorn,Gratkorn,06,6806.0,47.133333,15.35
139363,at,graz,Graz,06,222326.0,47.066666999999995,15.45
139405,at,grieskirchen,Grieskirchen,04,4766.0,48.233333,13.833332999999998
139433,at,grodig,Grodig,05,6918.0,47.733333,13.033333
139779,at,guntramsdorf,Guntramsdorf,03,9071.0,48.033333,16.3
139834,at,haag,Haag,03,5164.0,48.15,15.5
139951,at,hainburg,Hainburg,03,5622.0,48.15,16.933332999999998
139982,at,hallein,Hallein,05,18980.0,47.683333000000005,13.1
139988,at,hall,Hall,06,11197.0,47.6,14.45
140034,at,hard,Hard,08,11766.0,47.483056,9.683056
140202,at,heidenreichstein,Heidenreichstein,03,4472.0,48.866667,15.116667000000001
140283,at,hermagor,Hermagor,02,7242.0,46.627221999999996,13.367222
140298,at,herzogenburg,Herzogenburg,03,7866.0,48.266667,15.683333
140340,at,himberg,Himberg,03,5534.0,48.083333,16.433332999999998
140534,at,hochst,Hochst,08,7207.0,47.466667,9.633056
140632,at,hohenems,Hohenems,08,14072.0,47.366667,9.683056
140657,at,hollabrunn,Hollabrunn,03,10966.0,48.55,16.083333
140725,at,hopfgarten,Hopfgarten,07,5314.0,47.45,12.166667
140734,at,horbranz,Horbranz,08,6414.0,47.55,9.75
140754,at,horn,Horn,03,6485.0,48.65,15.65
140758,at,horsching,Horsching,04,5312.0,48.233333,14.183333
140875,at,imst,Imst,07,9225.0,47.233333,10.733333
140951,at,innsbruck,Innsbruck,07,112467.0,47.266667,11.4
141040,at,jenbach,Jenbach,07,6806.0,47.4,11.783333
141042,at,jennersdorf,Jennersdorf,01,4319.0,46.939167,16.146667
141081,at,judenburg,Judenburg,06,9992.0,47.166667,14.666667000000002
141225,at,kapfenberg,Kapfenberg,06,21819.0,47.433333000000005,15.3
141400,at,kindberg,Kindberg,06,5790.0,47.5,15.45
141433,at,kirchbichl,Kirchbichl,07,5115.0,47.516667,12.083333
141482,at,kitzbuhel,Kitzbuhel,07,8818.0,47.45,12.383333
141493,at,klagenfurt,Klagenfurt,02,90610.0,46.624722,14.305278
141736,at,klosterneuburg,Klosterneuburg,03,24843.0,48.3,16.316667000000002
141751,at,knittelfeld,Knittelfeld,06,12704.0,47.216667,14.816667
141779,at,koflach,Koflach,06,10447.0,47.066666999999995,15.083332999999998
141871,at,korneuburg,Korneuburg,03,11498.0,48.35,16.333333
141906,at,kottingbrunn,Kottingbrunn,03,7184.0,47.95,16.216667
141986,at,krems,Krems,03,24092.0,48.416667,15.6
141988,at,kremsmunster,Kremsmunster,04,6626.0,48.05,14.133332999999999
142022,at,krieglach,Krieglach,06,5236.0,47.533333,15.55
142119,at,kuchl,Kuchl,05,6668.0,47.616667,13.15
142124,at,kufstein,Kufstein,07,16116.0,47.583333,12.166667
142177,at,laakirchen,Laakirchen,04,9569.0,47.966667,13.816667
142179,at,laa,Laa,03,6084.0,48.716667,16.383333
142281,at,landeck,Landeck,07,7351.0,47.133333,10.566667
142325,at,langenlois,Langenlois,03,7081.0,48.466667,15.666667000000002
142334,at,langenzersdorf,Langenzersdorf,03,7733.0,48.3,16.35
142427,at,lauterach,Lauterach,08,9212.0,47.483056,9.733056
142471,at,leibnitz,Leibnitz,06,7029.0,46.781667,15.541667000000002
142529,at,lenzing,Lenzing,04,5044.0,47.966667,13.616667000000001
142534,at,leoben,Leoben,06,24809.0,47.383333,15.1
142539,at,leonding,Leonding,04,22736.0,48.266667,14.25
142629,at,lienz,Lienz,07,12270.0,46.831111,12.759722
142643,at,liezen,Liezen,06,6903.0,47.566666999999995,14.233332999999998
142702,at,linz,Linz,04,181163.0,48.3,14.3
142733,at,lochau,Lochau,08,5209.0,47.533333,9.75
142853,at,lustenau,Lustenau,08,20218.0,47.433056,9.65
142991,at,marchtrenk,Marchtrenk,04,11666.0,48.183333000000005,14.116667000000001
143011,at,maria enzersdorf,Maria Enzersdorf,03,8085.0,48.1,16.283333
143091,at,matrei,Matrei,07,5076.0,47.0,12.533333
143099,at,mattersburg,Mattersburg,01,6448.0,47.733333,16.4
143206,at,melk,Melk,03,5272.0,48.216667,15.316667
143254,at,micheldorf,Micheldorf,04,5902.0,47.85,14.133332999999999
143306,at,mistelbach,Mistelbach,03,10820.0,48.57,16.576667
143317,at,mittelberg,Mittelberg,08,4627.0,47.2,9.65
143413,at,mittersill,Mittersill,05,5680.0,47.266667,12.483333
143451,at,modling,Modling,03,20710.0,48.083333,16.283333
143509,at,moosburg,Moosburg,02,4602.0,46.6575,14.174722000000001
143696,at,murzzuschlag,Murzzuschlag,06,9410.0,47.6,15.683333
143763,at,nenzing,Nenzing,08,5856.0,47.183056,9.7
143807,at,neudorfl,Neudorfl,01,4183.0,47.783333,16.283333
143871,at,neulengbach,Neulengbach,03,7521.0,48.2,15.9
143896,at,neunkirchen,Neunkirchen,03,11313.0,47.716667,16.083333
143920,at,neusiedl am see,Neusiedl am See,01,5949.0,47.933333000000005,16.833333
144146,at,nuziders,Nuziders,08,4628.0,47.166667,9.8
144560,at,oberndorf,Oberndorf,04,5738.0,48.25,13.333332999999998
144782,at,oberwart,Oberwart,01,6879.0,47.283333,16.2
145055,at,pasching,Pasching,04,6143.0,48.25,14.2
145066,at,paternion,Paternion,02,6301.0,46.714166999999996,13.636110999999998
145132,at,perchtoldsdorf,Perchtoldsdorf,03,14041.0,48.116667,16.266667
145138,at,perg,Perg,04,7644.0,48.25,14.633332999999999
145339,at,pinkafeld,Pinkafeld,01,5257.0,47.366667,16.116667
145564,at,pottendorf,Pottendorf,03,6105.0,47.9,16.383333
145583,at,poysdorf,Poysdorf,03,5653.0,48.666667,16.633333
145648,at,pressbaum,Pressbaum,03,6083.0,48.183333000000005,16.083333
145739,at,purgstall,Purgstall,03,5247.0,48.05,15.133332999999999
145742,at,purkersdorf,Purkersdorf,03,8327.0,48.2,16.166667
