,Country,City,AccentCity,Region,Population,Latitude,Longitude
2040934,no,loding,Løding,09,2880.0,67.3,14.75
2040947,no,lofthus,Lofthus,07,564.0,60.333332999999996,6.6666669999999995
2040951,no,loken,Løken,01,941.0,59.8,11.483333
2040961,no,lokken verk,Løkken Verk,16,916.0,63.13333299999999,9.7
2040995,no,lonevag,Lonevåg,07,523.0,60.533333,5.5
2041012,no,lopsmarka,Løpsmarka,09,2302.0,67.31666700000001,14.45
2041015,no,lorenfallet,Lørenfallet,01,944.0,60.016667000000005,11.216667
2041034,no,loten,Løten,06,2480.0,60.816667,11.316667
2041058,no,lovund,Lovund,09,356.0,66.366667,12.383333
2041069,no,lundamo,Lundamo,16,1102.0,63.13333299999999,10.3
2041125,no,lyngdal,Lyngdal,19,3719.0,58.13333299999999,7.0833330000000005
2041133,no,lyngseidet,Lyngseidet,18,840.0,69.583333,20.216667
2041152,no,lysoysund,Lysøysund,16,310.0,63.88333299999999,9.866667
2041191,no,magnor,Magnor,06,1006.0,59.95,12.2
2041206,no,malm,Malm,10,1234.0,64.06666700000001,11.216667
2041210,no,maloy,Måløy,15,3070.0,61.93833299999999,5.113333
2041218,no,mandal,Mandal,19,10233.0,58.033333,7.45
2041221,no,manger,Manger,07,820.0,60.641667000000005,5.039167
2041278,no,maura,Maura,01,2460.0,60.25,11.016667
2041303,no,mehamn,Mehamn,05,733.0,71.033333,27.85
2041329,no,melbu,Melbu,09,2143.0,68.50444399999999,14.829722
2041341,no,melhus,Melhus,16,4602.0,63.283333,10.266667
2041368,no,melsomvik,Melsomvik,20,1549.0,59.223889,10.344722
2041412,no,midsund,Midsund,08,438.0,62.683333,6.683333
2041436,no,miland,Miland,17,400.0,59.916667000000004,8.75
2041446,no,minnesund,Minnesund,01,485.0,60.38333299999999,11.233333
2041447,no,misje,Misje,07,227.0,60.451389,4.965833
2041453,no,misvaer,Misvær,09,242.0,67.116667,15.0
2041494,no,moelv,Moelv,06,4113.0,60.933333,10.7
2041504,no,moen,Moen,18,857.0,69.11833299999999,17.800556
2041511,no,moi,Moi,14,1705.0,58.466667,6.533333
2041513,no,mo i rana,Mo i Rana,09,17926.0,66.31666700000001,14.166667000000002
2041527,no,molde,Molde,08,18603.0,62.733332999999995,7.183333
2041553,no,mo,Mo,06,409.0,60.416667000000004,12.033333
2041606,no,mosjoen,Mosjøen,09,9620.0,65.833333,13.2
2041614,no,mosterhamn,Mosterhamn,07,1156.0,59.7,5.383333
2041626,no,movik,Movik,18,363.0,69.716667,19.1
2041639,no,muruvik,Muruvik,16,341.0,63.433333,10.85
2041658,no,myklebost,Myklebost,08,276.0,62.5,6.3
2041665,no,myra,Myra,02,549.0,58.75,8.866667
2041674,no,myre,Myre,09,2004.0,69.103611,15.949167000000001
2041695,no,mysen,Mysen,13,5502.0,59.55,11.333333
2041710,no,naerbo,Nærbø,14,4952.0,58.666667000000004,5.65
2041726,no,nakkerud,Nakkerud,04,353.0,60.05,10.05
2041731,no,namsos,Namsos,10,8946.0,64.483333,11.5
2041743,no,narvik,Narvik,09,14178.0,68.435556,17.437222
2041763,no,naustdal,Naustdal,15,1055.0,61.516667000000005,5.716667
2041806,no,nedstrand,Nedstrand,14,233.0,59.35,5.85
2041826,no,nerland,Nerland,08,219.0,62.7,8.0
2041837,no,nesbyen,Nesbyen,04,2067.0,60.566667,9.1
2041856,no,nesjestranda,Nesjestranda,08,331.0,62.7,7.45
2041860,no,nesna,Nesna,09,1194.0,66.2,13.033333
2041872,no,nesoddtangen,Nesoddtangen,01,10940.0,59.86666700000001,10.65
2041916,no,nodeland,Nodeland,19,1815.0,58.15,7.85
2041965,no,nordfjordeid,Nordfjordeid,15,2535.0,61.9,6.0
2041986,no,nordkisa,Nordkisa,01,900.0,60.183333,11.266667
2041987,no,nordkjosbotn,Nordkjosbotn,18,391.0,69.216667,19.566667000000002
2042066,no,nordvagen,Nordvågen,05,445.0,70.983333,26.033333
2042072,no,nordvik,Nordvik,07,364.0,60.232778,5.366667
2042083,no,noresund,Noresund,04,367.0,60.166667000000004,9.616667
2042086,no,norheimsund,Norheimsund,07,2121.0,60.36666700000001,6.133333
2042103,no,notodden,Notodden,17,8306.0,59.566667,9.283333
2042115,no,nybergsund,Nybergsund,06,329.0,61.25,12.316667
2042150,no,nykirke,Nykirke,20,663.0,59.421943999999996,10.380833
2042177,no,odda,Odda,07,5515.0,60.066667,6.55
2042201,no,ogna,Ogna,14,324.0,58.516667000000005,5.8
2042232,no,oksfjord,Øksfjord,05,527.0,70.23916700000001,22.371389
2042252,no,olden,Olden,16,545.0,63.86666700000001,9.933333
2042257,no,olderdalen,Olderdalen,18,317.0,69.616667,20.533333
2042279,no,olen,Ølen,07,905.0,59.603611,5.8075
2042303,no,oltedal,Oltedal,14,719.0,58.833332999999996,6.033333
2042350,no,oppdal,Oppdal,16,3786.0,62.6,9.666667
2042360,no,opphaug,Opphaug,16,358.0,63.733332999999995,9.7
2042400,no,orje,Ørje,13,1744.0,59.483332999999995,11.65
2042411,no,ornes,Ørnes,09,1549.0,66.866667,13.7
2042425,no,orsta,Ørsta,08,6425.0,62.2,6.15
2042454,no,oslo,Oslo,12,808690.0,59.916667000000004,10.75
2042462,no,os,Os,06,662.0,62.5,11.2
2042463,no,os,Os,07,16055.0,60.183944,5.475833000000001
2042491,no,osthusvik,Østhusvik,14,298.0,59.1,5.783333
2042522,no,otnes,Otnes,15,311.0,62.033333,5.483333
2042523,no,otta,Otta,11,1623.0,61.766667000000005,9.533333
2042527,no,ottersbo,Ottersbo,16,339.0,63.7,9.75
2042565,no,ovre ardal,Øvre Årdal,15,3439.0,61.316667,7.8
2042639,no,oyslebo,Øyslebø,19,380.0,58.166667000000004,7.55
2042644,no,oystese,Øystese,07,1636.0,60.38333299999999,6.216667
2042672,no,pollestad,Pollestad,14,467.0,58.716667,5.5833330000000005
2042694,no,prestfoss,Prestfoss,04,486.0,60.033333,9.633333
2042736,no,rafsbotn,Rafsbotn,05,364.0,70.016667,23.533333
2042745,no,rakkestad,Rakkestad,13,3813.0,59.433333,11.35
2042778,no,ramsund,Ramsund,09,306.0,68.483333,16.533333
2042790,no,ranemsletta,Ranemsletta,10,299.0,64.5,11.95
2042814,no,raudeberg,Raudeberg,15,707.0,61.98055600000001,5.133611
2042821,no,raufoss,Raufoss,11,6071.0,60.716667,10.616667
2042826,no,rausand,Rausand,08,305.0,62.834722,8.122222
2042866,no,reine,Reine,09,356.0,67.93333299999999,13.1
2042877,no,reinsvoll,Reinsvoll,11,1157.0,60.683333,10.616667
2042880,no,reipa,Reipå,09,307.0,66.9,13.65
2042913,no,rena,Rena,06,2051.0,61.13333299999999,11.366667
2042920,no,rensvik,Rensvik,08,2139.0,63.1,7.816667
2042975,no,rindal,Rindal,08,658.0,63.05,9.216667
2042984,no,ringebu,Ringebu,11,1332.0,61.516667000000005,10.166667
2043029,no,risor,Risør,02,4450.0,58.716667,9.233333
2043031,no,risoyhamn,Risøyhamn,09,208.0,68.966667,15.633332999999999
2043050,no,rjukan,Rjukan,17,3576.0,59.86666700000001,8.566667
2043052,no,roald,Roald,08,678.0,62.583332999999996,6.133333
2043078,no,rod,Rød,13,345.0,59.066667,10.95
2043100,no,rognan,Rognan,09,2492.0,67.1,15.383332999999999
2043129,no,rokland,Rokland,09,498.0,66.983333,15.316667
2043188,no,rora,Røra,10,493.0,63.86666700000001,11.4
2043198,no,roros,Røros,16,3499.0,62.583332999999996,11.4
2043205,no,rorvik,Rørvik,10,2621.0,64.85,11.233333
2043214,no,rosendal,Rosendal,07,965.0,59.983332999999995,6.016667
2043265,no,rosvik,Røsvik,09,216.0,67.483333,15.466667000000001
2043280,no,rotnes,Rotnes,01,4766.0,60.05,10.883333
2043295,no,roverud,Roverud,06,882.0,60.25,12.05
2043303,no,royken,Røyken,04,2902.0,59.7475,10.393611
2043323,no,royrvik,Røyrvik,10,247.0,64.883333,13.55
2043335,no,rubbestadneset,Rubbestadneset,07,1132.0,59.814721999999996,5.268056
2043414,no,rypefjord,Rypefjord,05,1741.0,70.633333,23.666667
2043428,no,saebovik,Sæbøvik,07,832.0,59.7975,5.714722
2043465,no,saetre,Sætre,04,3037.0,59.681667000000004,10.524722
2043492,no,sagvag,Sagvåg,07,3308.0,59.778611,5.396111
2043544,no,sandane,Sandane,15,2137.0,61.766667000000005,6.216667
2043561,no,sandeid,Sandeid,14,570.0,59.55,5.8333330000000005
2043568,no,sander,Sander,06,319.0,60.216667,11.816667
2043573,no,sande,Sande,15,533.0,61.333332999999996,5.8
2043574,no,sande,Sande,20,1335.0,59.6,10.2
2043588,no,sandnes,Sandnes,09,383.0,68.583333,14.883332999999999
2043595,no,sandnessjoen,Sandnessjøen,09,5708.0,66.016667,12.633333
2043604,no,sand,Sand,06,977.0,60.38333299999999,11.55
2043630,no,sandve,Sandve,14,323.0,59.183333,5.2
2043677,no,sauda,Sauda,14,4313.0,59.65,6.3333330000000005
2043696,no,segalstad,Segalstad,11,899.0,61.233332999999995,10.233333
2043720,no,selbekken,Selbekken,16,361.0,63.5,9.833333
2043736,no,selje,Selje,15,714.0,62.049167000000004,5.348056
2043745,no,seljord,Seljord,17,1187.0,59.483332999999995,8.616667
2043773,no,selvik,Selvik,20,1866.0,59.568889,10.258333
2043779,no,sem,Sem,20,1852.0,59.283333,10.333333
2043799,no,setermoen,Setermoen,18,2358.0,68.866667,18.366667
2043825,no,sigerfjord,Sigerfjord,09,771.0,68.646111,15.538332999999998
2043836,no,siljan,Siljan,17,966.0,59.3,9.7
2043863,no,sira,Sira,19,600.0,58.416667000000004,6.633333
2043869,no,sirevag,Sirevåg,14,398.0,58.5,5.783333
2043873,no,sistranda,Sistranda,16,678.0,63.716667,8.833333
2043889,no,sjoholt,Sjøholt,08,1123.0,62.483332999999995,6.8
2043904,no,sjovegan,Sjøvegan,18,716.0,68.873333,17.864444
2043954,no,skage,Skage,10,635.0,64.466667,11.75
2043982,no,skanevik,Skånevik,07,615.0,59.733332999999995,5.983333
2044014,no,skarnes,Skarnes,06,2129.0,60.25,11.683333
2044076,no,skibotn,Skibotn,18,500.0,69.4,20.266667
2044118,no,skjaerhollen,Skjærhollen,13,631.0,59.033333,11.033333
2044126,no,skjeberg,Skjeberg,13,1876.0,59.233332999999995,11.2
2044173,no,skjervoy,Skjervøy,18,2376.0,70.033333,20.983333
2044187,no,skjold,Skjold,14,612.0,59.516667000000005,5.5833330000000005
2044188,no,skjold,Skjold,18,222.0,69.033333,19.283333
2044202,no,skodje,Skodje,08,1599.0,62.516667000000005,6.716667
2044221,no,skogn,Skogn,10,1916.0,63.63333299999999,11.216667
2044247,no,skoppum,Skoppum,20,1567.0,59.38333299999999,10.416667
2044281,no,skotterud,Skotterud,06,1357.0,59.983332999999995,12.116667
2044296,no,skreia,Skreia,11,1304.0,60.65,10.933333
2044379,no,slevik,Slevik,13,983.0,59.2,10.833333
2044396,no,smaland,Småland,10,349.0,63.6,10.716667
2044416,no,smestad,Smestad,01,582.0,59.933333,10.433333
2044438,no,snasa,Snåsa,10,748.0,64.25,12.366667
2044476,no,sogne,Søgne,19,7728.0,58.083332999999996,7.816667
2044482,no,sokna,Sokna,04,543.0,60.233332999999995,9.9
2044484,no,soknedal,Soknedal,16,282.0,62.95,10.183333
2044553,no,solsvik,Solsvik,07,531.0,60.43666700000001,4.968611
2044567,no,sommaroy,Sommarøy,18,276.0,69.63305600000001,18.008611
2044663,no,sorkjosen,Sørkjosen,18,865.0,69.8,20.933332999999998
2044670,no,sorland,Sørland,09,589.0,67.666667,12.7
2044701,no,sortland,Sortland,09,4609.0,68.701944,15.423889
2044708,no,sorumsand,Sørumsand,01,3698.0,59.966667,11.25
2044714,no,sorvaer,Sørvær,05,198.0,70.633333,21.983333
2044716,no,sorvagen,Sørvågen,09,477.0,67.883333,13.033333
2044731,no,sovik,Søvik,07,728.0,60.216111,5.387222
2044732,no,sovik,Sövik,08,599.0,62.55,6.3
2044744,no,sparbu,Sparbu,10,619.0,63.916667000000004,11.433333
2044771,no,sponvika,Sponvika,13,421.0,59.1,11.233333
2044780,no,spydeberg,Spydeberg,13,3161.0,59.6,11.083333
2044806,no,stamsund,Stamsund,09,1010.0,68.125833,13.805278
2044813,no,stange,Stange,06,2494.0,60.716667,11.183333
2044817,no,stanghelle,Stanghelle,07,772.0,60.55,5.733333
2044837,no,stavanger,Stavanger,14,173535.0,58.966667,5.75
2044843,no,stavern,Stavern,20,5577.0,58.966667,10.083333
2044878,no,steinkjer,Steinkjer,10,11198.0,64.016667,11.5
2044892,no,steinshamn,Steinshamn,08,473.0,62.783333,6.483333
2044940,no,stjordalshalsen,Stjørdalshalsen,10,9848.0,63.466667,10.933333
2044960,no,stokke,Stokke,20,2625.0,59.216667,10.283333
2044964,no,stokmarknes,Stokmarknes,09,3135.0,68.561944,14.908610999999999
2044995,no,storas,Storås,16,323.0,63.1,9.6
2045017,no,storebo,Storebö,07,1090.0,60.1,5.233333
2045055,no,storforshei,Storforshei,09,687.0,66.4,14.516667000000002
2045093,no,storslett,Storslett,18,1444.0,69.583333,20.583333
2045095,no,storsteinnes,Storsteinnes,18,914.0,69.233333,19.233333
2045123,no,strai,Strai,19,1389.0,58.2,7.9
2045129,no,stranda,Stranda,08,2537.0,62.316667,6.9
2045150,no,strand,Strand,09,562.0,68.7,15.45
2045165,no,straumen,Straumen,09,815.0,67.35,15.6
2045166,no,straumen,Straumen,10,1173.0,63.86666700000001,11.3
2045172,no,straume,Straume,09,282.0,68.68333299999999,14.466667000000001
2045217,no,stromsnes,Strømsnes,09,497.0,67.973056,15.927222
2045233,no,stryn,Stryn,15,2119.0,61.916667000000004,6.783333
2045257,no,sulitjelma,Sulitjelma,09,488.0,67.15,16.05
2045307,no,sundvollen,Sundvollen,04,734.0,60.066667,10.333333
2045312,no,sunndalsora,Sunndalsøra,08,4223.0,62.666667000000004,8.55
2045361,no,svarstad,Svarstad,06,575.0,61.7,11.216667
2045380,no,sveio,Sveio,07,957.0,59.544722,5.349167
2045381,no,svelgen,Svelgen,15,1204.0,61.766667000000005,5.3
2045383,no,svelvik,Svelvik,20,3972.0,59.61083299999999,10.405833
2045386,no,svene,Svene,04,317.0,59.8,9.583333
2045388,no,svenevik,Svenevik,19,203.0,58.05,7.2
2045403,no,sviland,Sviland,14,340.0,58.833332999999996,5.8333330000000005
2045413,no,svolvaer,Svolvær,09,4188.0,68.233333,14.566667
2045428,no,sylling,Sylling,04,537.0,59.9,10.283333
2045435,no,sylte,Sylte,08,318.0,62.833332999999996,7.216667
2045459,no,taelavag,Tælavåg,07,493.0,60.259167000000005,4.985833
2045477,no,tananger,Tananger,14,5823.0,58.933333,5.6
2045478,no,tanem,Tanem,16,970.0,63.316667,10.45
2045485,no,tangen,Tangen,06,475.0,60.61666700000001,11.266667
2045509,no,tau,Tau,14,2507.0,59.066667,5.9
2045537,no,tennevoll,Tennevoll,18,254.0,68.75,17.8
2045551,no,terrak,Terråk,09,611.0,65.083333,12.416667
2045603,no,tjome,Tjøme,20,2376.0,59.11666700000001,10.4
2045618,no,tjorvag,Tjørvåg,08,361.0,62.283333,5.716667
2045620,no,tjotta,Tjøtta,09,232.0,65.833333,12.4
2045634,no,tofte,Tofte,04,3191.0,59.54833299999999,10.566111
2045652,no,tolga,Tolga,06,651.0,62.416667000000004,11.0
2045672,no,tomra,Tomra,08,1152.0,62.583332999999996,6.933333
2045675,no,tomter,Tomter,13,1305.0,59.65,11.0
2045684,no,tonstad,Tonstad,19,756.0,58.666667000000004,6.716667
2045707,no,tornes,Tornes,08,431.0,62.85,7.033333
2045714,no,torpo,Torpo,04,389.0,60.666667000000004,8.716667
2045728,no,torsken,Torsken,18,196.0,69.333333,17.1
2045762,no,tovik,Tovik,18,208.0,68.673611,16.89
2045783,no,tranby,Tranby,04,5501.0,59.816667,10.25
2045808,no,tretten,Tretten,11,872.0,61.316667,10.316667
2045817,no,trofors,Trofors,09,797.0,65.56666700000001,13.416667000000002
2045824,no,trolla,Trolla,16,461.0,63.45,10.316667
2045834,no,tromso,Tromsø,18,52747.0,69.666667,18.966667
2045837,no,trondheim,Trondheim,16,146930.0,63.416667000000004,10.416667
2045842,no,trones,Trones,10,415.0,64.733333,12.833333
2045910,no,tvedestrand,Tvedestrand,02,1975.0,58.624444,8.928611
2045934,no,tveitsund,Tveitsund,17,347.0,59.016667000000005,8.533333
2045940,no,tveit,Tveit,19,1392.0,58.233332999999995,8.133333
2045968,no,tynset,Tynset,06,2368.0,62.283333,10.783333
2045970,no,tyristrand,Tyristrand,04,794.0,60.1,10.1
2045977,no,tyssedal,Tyssedal,07,715.0,60.11666700000001,6.566667
2046011,no,ulefoss,Ulefoss,17,2746.0,59.283333,9.266667
2046036,no,ulsteinvik,Ulsteinvik,08,5150.0,62.333332999999996,5.883333
2046058,no,ulvik,Ulvik,07,693.0,60.566667,6.9
2046070,no,undheim,Undheim,14,454.0,58.683333,5.783333
2046103,no,uskedal,Uskedal,07,698.0,59.93,5.859444
2046115,no,utgard,Utgård,13,315.0,59.083332999999996,10.866667
2046116,no,uthaug,Uthaug,16,415.0,63.716667,9.6
2046182,no,vadso,Vadsø,05,5190.0,70.07305600000001,29.769721999999998
2046198,no,vagamo,Vågåmo,11,1483.0,61.88333299999999,9.1
2046211,no,vage,Våge,07,515.0,59.85,5.7
2046226,no,vagsvag,Vågsvåg,15,223.0,61.937778,5.049722
2046237,no,vaksdal,Vaksdal,07,870.0,60.483332999999995,5.733333
2046260,no,valer,Våler,06,1167.0,60.666667000000004,11.833333
2046291,no,valvatna,Valvatna,07,607.0,59.766667000000005,5.4166669999999995
2046325,no,vanse,Vanse,19,1941.0,58.11666700000001,6.7
2046331,no,vardo,Vardø,05,2023.0,70.366667,31.1
2046335,no,varhaug,Varhaug,14,2419.0,58.61666700000001,5.65
2046358,no,vassenden,Vassenden,15,246.0,61.5,6.116667
2046389,no,vatne,Vatne,08,1585.0,62.566667,6.65
2046426,no,veggli,Veggli,04,307.0,60.05,9.15
2046445,no,velde,Velde,10,441.0,64.116667,11.4
2046474,no,verdalsora,Verdalsøra,10,7225.0,63.8,11.483333
2046496,no,vestbygda,Vestbygda,19,1111.0,58.1,6.5833330000000005
2046499,no,vestby,Vestby,01,5443.0,59.6,10.75
2046513,no,vestnes,Vestnes,08,2102.0,62.63333299999999,7.0833330000000005
2046548,no,vigeland,Vigeland,19,1255.0,58.083332999999996,7.3
2046560,no,vigrestad,Vigrestad,14,1768.0,58.566667,5.7
2046586,no,vikedal,Vikedal,14,407.0,59.5,5.9166669999999995
2046594,no,vikersund,Vikersund,04,2496.0,59.983332999999995,10.033333
2046596,no,vikesa,Vikeså,14,713.0,58.63333299999999,6.1
2046600,no,vikevag,Vikevåg,14,531.0,59.09805600000001,5.698055999999999
2046623,no,viksoyri,Viksøyri,15,1101.0,61.166667000000004,6.5833330000000005
2046632,no,vik,Vik,09,381.0,65.3,12.15
2046672,no,vinstra,Vinstra,11,2467.0,61.6,9.75
2046681,no,visnes,Visnes,14,609.0,59.35555600000001,5.224167
2046714,no,volda,Volda,08,5438.0,62.15,6.1
2046745,no,voll,Voll,08,461.0,62.466667,6.85
2046764,no,vormsund,Vormsund,01,485.0,60.15,11.433333
2046772,no,vossevangen,Vossevangen,07,5551.0,60.63333299999999,6.433333
2046786,no,yli,Yli,17,316.0,59.566667,9.183333
2046814,no,ytre arna,Ytre Arna,07,2526.0,60.466667,5.433333
2046924,np,baglung,Baglung,00,23297.0,28.266666700000002,83.6
2046951,np,banepa,Banepa,00,17154.0,27.633333299999997,85.5166667
2047005,np,bhadrapur,Bhadrapur,00,19524.0,26.5333333,88.08333329999999
2047017,np,bhaktapur,Bhaktapur,00,76890.0,27.6666667,85.41666670000001
2047020,np,bharatpur,Bharatpur,00,107162.0,27.683333299999997,84.4333333
2047052,np,biratnagar,Biratnagar,00,182331.0,26.483333299999998,87.2833333
2047054,np,birganj,Birganj,00,133244.0,27.0,84.8666667
2047076,np,butwal,Butwal,00,91737.0,27.7,83.45
2047173,np,dhangadhi,Dhangadhi,00,92326.0,28.683333299999997,80.6
2047176,np,dhankuta,Dhankuta,00,22085.0,26.983333299999998,87.33333329999999
2047184,np,dharan,Dharan,00,108605.0,26.816666700000003,87.2833333
2047240,np,gaur,Gaur,00,27327.0,26.766666700000002,85.2666667
2047276,np,gulariya,Gulariya,00,53110.0,28.233333299999998,81.33333329999999
2047309,np,hetauda,Hetauda,00,84800.0,27.4166667,85.0333333
2047316,np,ilam,Ilam,00,17492.0,26.9,87.9333333
2047320,np,itahari,Itahari,00,47987.0,26.6666667,87.2833333
2047332,np,janakpur,Janakpur,00,93796.0,26.7,85.91666670000001
2047357,np,jumla,Jumla,00,9073.0,29.25,82.25
2047369,np,kalaiya,Kalaiya,00,39367.0,27.0333333,85.0
2047391,np,kathmandu,Kathmandu,00,790612.0,27.7166667,85.3166667
2047413,np,khandbari,Khandbari,00,22904.0,27.366666700000003,87.2166667
2047432,np,kirtipur,Kirtipur,00,44635.0,27.6666667,85.2833333
2047452,np,lahan,Lahan,00,31497.0,26.7166667,86.4833333
2047457,np,lalitpur,Lalitpur,00,183316.0,27.6666667,85.33333329999999
2047512,np,mahendranagar,Mahendranagar,00,88386.0,28.9166667,80.33333329999999
2047520,np,malangwa,Malangwa,00,20285.0,26.866666700000003,85.5666667
2047594,np,nepalganj,Nepalganj,00,61477.0,28.05,81.6166667
2047686,np,pokhara,Pokhara,00,186410.0,28.233333299999998,83.9833333
2047703,np,rajbiraj,Rajbiraj,00,33063.0,26.5333333,86.75
2047776,np,siddharthanagar,Siddharthanagar,00,63372.0,27.5,83.45
2047796,np,siraha,Siraha,00,24659.0,26.65,86.2
2047850,np,tansen,Tansen,00,23190.0,27.866666700000003,83.4833333
2047899,np,tikapur,Tikapur,00,44762.0,28.5,81.1333333
2047921,np,tulsipur,Tulsipur,00,39061.0,28.133333299999997,82.3
2047943,np,waling,Waling,00,21869.0,27.983333299999998,83.7666667
2047973,nu,alofi,Alofi,00,624.0,-19.0166667,-169.91666669999998
2047974,nu,avatele,Avatele,00,122.0,-19.1,-169.91666669999998
2047976,nu,hakupu,Hakupu,00,221.0,-19.1,-169.83333330000002
2047979,nu,lakepa,Lakepa,00,86.0,-18.9833333,-169.8
2047981,nu,liku,Liku,00,71.0,-19.033333300000002,-169.7833333
2047982,nu,makefu,Makefu,00,85.0,-18.9833333,-169.91666669999998
2047985,nu,mutalau,Mutalau,00,129.0,-18.9333333,-169.83333330000002
2047986,nu,namukulu,Namukulu,00,14.0,-18.95,-169.9
2047988,nu,tuapa,Tuapa,00,126.0,-18.95,-169.9
2047996,nz,ahipara,Ahipara,E7,1093.0,-35.166667,173.166667
2048022,nz,amberley,Amberley,F2,1105.0,-43.166667,172.73333300000002
2048075,nz,athenree,Athenree,E7,563.0,-37.466667,175.916667
2048079,nz,auckland,Auckland,E7,417910.0,-36.866667,174.76666699999998
2048095,nz,awanui,Awanui,F2,388.0,-35.05,173.25
2048110,nz,balclutha,Balclutha,F7,4441.0,-46.233889000000005,169.75
2048158,nz,blackball,Blackball,F4,321.0,-42.366667,171.416667
2048168,nz,bluff,Bluff,E7,1938.0,-46.6,168.333333
2048170,nz,bombay,Bombay,E7,740.0,-37.166667,174.98333300000002
2048175,nz,brightwater,Brightwater,G2,1677.0,-41.383333,173.116667
2048191,nz,bulls,Bulls,G2,1781.0,-40.166667,175.383333
2048196,nz,burnham,Burnham,E9,1239.0,-43.616667,172.316667
2048238,nz,cheviot,Cheviot,F2,425.0,-42.816666999999995,173.26666699999998
2048240,nz,christchurch,Christchurch,E9,363925.0,-43.533333,172.633333
2048258,nz,clinton,Clinton,E9,343.0,-46.2,169.366667
2048261,nz,clyde,Clyde,F7,890.0,-45.183333000000005,169.316667
2048280,nz,coromandel,Coromandel,E7,1502.0,-36.766667,175.5
2048292,nz,culverden,Culverden,E9,432.0,-42.766667,172.85
2048298,nz,darfield,Darfield,F2,1593.0,-43.483333,172.116667
2048299,nz,dargaville,Dargaville,E7,4672.0,-35.933333000000005,173.883333
2048309,nz,dobson,Dobson,G3,738.0,-42.45,171.3
2048323,nz,dunedin,Dunedin,F7,114346.0,-45.866667,170.5
2048325,nz,dunsandel,Dunsandel,E9,438.0,-43.666667,172.183333
2048340,nz,edendale,Edendale,G2,583.0,-46.316666999999995,168.783333
2048342,nz,edgecumbe,Edgecumbe,E7,1642.0,-37.983333,176.833333
2048344,nz,egmont village,Egmont Village,F9,479.0,-39.15,174.15
2048349,nz,eltham,Eltham,F9,2235.0,-39.429167,174.3
2048367,nz,fairlie,Fairlie,G2,788.0,-44.1,170.833333
2048389,nz,foxton,Foxton,F1,4780.0,-40.466667,175.3
2048393,nz,franz josef,Franz Josef,F8,315.0,-43.4,170.183333
2048395,nz,frasertown,Frasertown,F1,302.0,-38.968610999999996,177.400556
2048405,nz,gisborne,Gisborne,F1,34274.0,-38.653333,178.004167
2048459,nz,greymouth,Greymouth,G3,9418.0,-42.466667,171.2
2048472,nz,halcombe,Halcombe,E9,446.0,-40.15,175.5
2048481,nz,hamilton,Hamilton,G1,152642.0,-37.783333,175.283333
2048487,nz,hanmer springs,Hanmer Springs,E9,784.0,-42.516667,172.816667
2048492,nz,harihari,Harihari,E7,345.0,-43.15,170.55
2048494,nz,hastings,Hastings,F2,61696.0,-39.65,176.833333
2048505,nz,havelock,Havelock,F4,504.0,-41.283333,173.76666699999998
2048512,nz,hawera,Hawera,E7,11069.0,-39.591667,174.283333
2048551,nz,himatangi,Himatangi,G2,538.0,-40.4,175.316667
2048567,nz,hokitika,Hokitika,G3,3401.0,-42.716667,170.966667
2048611,nz,hunterville,Hunterville,G2,520.0,-39.933333000000005,175.566667
2048628,nz,invercargill,Invercargill,F8,47287.0,-46.4,168.35
2048646,nz,kaeo,Kaeo,E7,508.0,-35.1,173.783333
2048678,nz,kaitangata,Kaitangata,F4,851.0,-46.275,169.85
2048685,nz,kaiwaka,Kaiwaka,F2,565.0,-36.166667,174.45
2048692,nz,kakanui,Kakanui,E7,443.0,-45.183333000000005,170.9
2048707,nz,kaponga,Kaponga,F9,357.0,-39.433333000000005,174.15
2048712,nz,karamea,Karamea,F2,500.0,-41.25,172.116667
2048721,nz,karitane,Karitane,E9,427.0,-45.65,170.666667
2048725,nz,katikati,Katikati,E7,3232.0,-37.55,175.916667
2048736,nz,kawakawa,Kawakawa,E7,1399.0,-35.383333,174.066667
2048741,nz,kawerau,Kawerau,E7,6702.0,-38.1,176.7
2048742,nz,kawhia,Kawhia,E7,543.0,-38.066666999999995,174.816667
2048757,nz,kerepehi,Kerepehi,E7,537.0,-37.3,175.533333
2048760,nz,kerikeri,Kerikeri,F2,5654.0,-35.216667,173.966667
2048837,nz,kurow,Kurow,E9,422.0,-44.733333,170.466667
2048853,nz,lake tekapo,Lake Tekapo,E9,330.0,-44.016667,170.5
2048860,nz,leeston,Leeston,E9,1272.0,-43.766667,172.3
2048863,nz,leigh,Leigh,E7,499.0,-36.283333,174.816667
2048868,nz,levin,Levin,G2,19790.0,-40.633333,175.275
2048870,nz,lincoln,Lincoln,E7,2235.0,-43.65,172.48333300000002
2048901,nz,lower hutt,Lower Hutt,G2,101194.0,-41.216667,174.916667
2048912,nz,lumsden,Lumsden,F8,463.0,-45.733333,168.45
2048961,nz,maketu,Maketu,E7,1083.0,-37.766667,176.45
2048966,nz,mamaku,Mamaku,F2,751.0,-38.1,176.083333
2048968,nz,manaia,Manaia,E7,902.0,-39.55,174.133333
2048971,nz,manapouri,Manapouri,F8,248.0,-45.566666999999995,167.6
2049023,nz,manutuke,Manutuke,F1,685.0,-38.683333000000005,177.916667
2049026,nz,mapua,Mapua,F5,1819.0,-41.25,173.1
