Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Fiji,FJI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050689091,11.58913852,0.785088018,9.543075496,0.903471073,0.950362753,,,,,,0.333878322,2.466882689,1.405351015,1.218339983,1.147117612,3.114002057,2.427163318,4.405080334,3.080455675,4.478749667,3.397180525,3.537584773,2.053070604,2.215386203,,
France,FRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.92642242,15.98949005,16.68453809,18.68736078,18.44271678,19.14367234,18.68420037,19.18482755,18.89401815,21.19150192,22.26935681,22.82382313,24.60331145,23.48793024,21.47693911,19.72053672,19.75554711,20.26557961,21.462423,18.47804602,19.97045065,22.64070501,24.91527927,23.74894735,25.41260261,25.83924615,,
Faeroe Islands,FRO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060154664,0.091973331,,0.734163136,1.65493526,,0.044877302,0.45864018,0.988281529,0.324533033,0.09701116,0.520898426,0.087262032,0.205381661,0.154555741,0.135433176,0.840060764,0.479431194,4.794033861,0.616888403,,,,,,
"Micronesia, Fed. Sts.",FSM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.57536645,35.20191456,,27.25823579,25.36491752,39.76999517,39.85282717,5.194285574,2.631713436,4.422446961,4.780240394,13.79811827,10.90253944,32.05559688,18.21266104,17.40172346,2.997716664,,,,,,
United Kingdom,GBR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7407919,25.20165188,23.60937136,24.65326681,23.59249267,25.96584934,25.70357248,27.03304541,26.68946941,27.09245437,28.68156255,29.91837398,32.35324331,34.01919953,31.62138882,26.22088859,24.46526579,27.96387316,33.85431461,18.2207861,18.463453,20.01491308,21.01352048,21.39265923,21.73937822,7.648599954,,
Georgia,GEO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.614980298,2.493796019,4.584843053,23.88641407,10.85046526,38.14310335,41.09937792,24.6503725,38.25046831,22.58551229,16.46626107,7.487338195,2.687853184,3.936402218,1.783145817,1.344284559,2.470151853,2.592319435,,
Ghana,GHA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.192211094,,,,0.362712802,0.490899876,0.573909485,13.58430801,1.924122616,2.615082671,,3.68325376,,0.196765174,0.179617761,1.05180921,1.429704729,3.662918163,2.004343656,1.652005081,7.399982345,4.882626201,,
Guinea,GIN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095979872,0.06565532,0.05538559,0.073853508,0.009344599,0.095429159,0.32689618,0.000958389,,0.282864928,0.218509471,0.127097791,0.25122967,0.117730555,,,,,,,
"Gambia, The",GMB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.171168816,4.338858457,4.829631045,18.70255222,2.143313688,0.383308377,64.3652799,4.096306594,1.077462047,1.659615745,0.260920464,0.337458313,2.423593969,2.495695566,0,0.645751081,4.241566646,0.179299499,7.321194574,,
Guinea-Bissau,GNB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.933057458,,,,,,,,,,,
Equatorial Guinea,GNQ,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.422256499,1.992322287,2.393003914,2.877354392,2.290318083,3.614748115,3.787679401,5.8123725,6.019307013,5.791540594,8.475731892,10.19979313,13.74937627,10.25558979,12.00133712,12.56773142,11.84969636,10.57854262,10.96414424,7.365739111,8.871910986,10.38270155,9.676046916,9.305958795,9.203742834,7.537068267,,
Grenada,GRD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.353667346,0.662703915,0.576332368,0,3.19894693,36.0853363,0.052459919,30.10875368,28.29610403,8.286849188,1.02333305,0.483537021,0.111332284,0.024674508,39.56243432,11.05681048,,,,,,,
Greenland,GRL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99741806,21.98939463,10.43034256,5.618631006,6.063140822,7.084963802,,7.231983278,9.855908323,62.23890789,11.65091015,11.1963115,37.31515479,4.451108034,55.09142365,9.328759106,2.995891477,7.356862583,5.851701659,13.62512253,4.091293671,1.428217332,45.9506548,0.846060103,45.75565568,8.046309665,,
Guatemala,GTM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.265324896,7.291947599,9.513353292,9.150874133,9.097060422,7.17502327,8.513629352,7.940791797,7.617973695,8.4979716,7.489408617,7.317911472,3.380031945,3.441560223,3.564434333,4.202769097,4.590528422,5.683671346,4.427453037,4.689065432,4.742380868,,
Guam,GUM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.530738619,1.733695237,1.711659837,1.955591946,1.626205532,7.214027251,0.693946495,0.335144602,0.192596002,0.285634118,0.265552155,0.110721162,0.04101692,0.188768521,0.126600671,0.071652042,0.107150094,,
High income,HIC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.13158636,19.0111194,18.82383424,19.33801558,19.11667503,20.05253114,20.4205483,20.95379601,20.96360397,22.30326895,22.82401598,23.63396655,25.28499082,23.70670024,22.78586967,21.4088392,21.03090725,20.75173827,20.95487421,17.23821244,16.62517405,17.91304259,17.30873619,16.28456807,16.72610337,16.41411669,,
"Hong Kong SAR, China",HKG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.70023759,17.07176637,18.44223566,20.56571159,19.39501494,21.10548644,21.05626771,21.05718127,23.40700263,19.78441362,16.98075454,12.67960076,14.35209374,15.5996375,11.36362009,11.51720721,11.25305706,14.70895044,16.10010866,13.70708998,16.1774504,12.2490609,,
Honduras,HND,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.444707459,1.960202074,2.779987805,3.271210297,1.499219523,2.627895245,3.386807038,0.444344711,0.200956461,1.872565353,1.012169063,1.476549663,6.253745658,1.273437832,1.430204569,,1.726301893,2.582056885,1.632108456,2.447253638,,,
Heavily indebted poor countries (HIPC),HPC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.853390347,3.991682524,6.491579973,8.843335391,4.638656017,3.206436232,3.79497657,3.037186964,5.424260347,5.292122932,6.274400514,4.725457374,3.375830193,7.230677342,2.848581239,7.689001929,6.566173031,4.995297595,,
Croatia,HRV,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.504302584,4.912292889,5.233559566,6.118035295,7.628570194,9.556593378,7.85679063,8.276436396,8.681440523,10.25480125,12.15195096,12.24589812,13.01556115,11.39541667,9.853389544,8.208448199,8.354492204,9.756838991,9.150102229,7.556706881,9.909477856,8.001281261,,
Haiti,HTI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13875276,2.743584974,13.81534997,13.79013969,5.905240467,3.957799195,2.064457087,1.583284673,4.791996817,3.543423516,,,,,,,,,,,,,,,,,,
Hungary,HUN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15397896,5.651729652,5.178781477,6.931477696,5.790023582,18.09564543,20.64480231,22.66881133,26.53428609,24.2319073,24.93343867,25.75538583,29.05280472,25.82748708,24.11858851,23.79265563,23.30431461,24.93819337,24.06745121,22.73168037,18.08971088,16.3424836,,
Indonesia,IDN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45487217,1.592896922,1.898487722,3.072878245,4.538731675,6.651505847,7.341590596,8.960798579,11.58807688,10.36910169,10.37253832,16.37362789,14.17833361,16.67002616,14.77894292,16.39094424,16.54892016,13.4699335,11.00217924,10.90277203,12.87447608,9.779166657,8.330497385,7.29532067,7.052715262,,
Isle of Man,IMN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.068699519,4.200619334,3.943481192,4.692855613,4.046947719,4.248778709,4.783519764,5.804881032,6.872112979,6.538267884,5.619516933,5.742129277,6.255549228,6.970229303,6.237803011,5.947717493,5.998070281,5.803803052,6.072403224,6.403290331,6.777733191,9.093724449,7.180548755,6.8707993,6.632256486,8.073939853,,
Not classified,INX,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.34199414,43.58341123,41.1373716,38.38011078,36.58951214,40.14663688,40.86445861,45.95738348,46.7670313,46.45530764,44.43145022,47.07236771,47.83989232,47.6319454,40.79819131,34.67451384,34.04293876,34.73374007,34.52714006,27.25762938,25.72634234,24.26009355,21.22904555,21.70761977,22.51600155,22.42478894,,
"Iran, Islamic Rep.",IRN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.147038477,0.238673643,0.348300963,0.607823088,1.110279473,1.534949708,1.667332921,1.864535365,2.487093059,6.307392087,,,,4.458197392,4.116372114,,,,
Iraq,IRQ,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08699611,,,,,,,,
Iceland,ISL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.69921483,5.340830993,10.01254138,1.947317793,3.718243445,4.347914067,21.1336807,16.53203788,19.918246,19.93482971,20.45083847,16.60909962,12.85538733,10.10486459,12.00542838,13.64233689,14.04176464,33.96827921,46.88047286,60.66346169,40.74828151,31.44598071,21.00093641,20.85931678,14.32770111,15.47483325,,
Israel,ISR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.932590103,10.68670019,10.6533169,11.25484443,11.69739801,11.98241338,13.0221088,16.01864703,17.04319947,18.54946882,19.79187274,19.29020494,19.35172362,18.63987308,15.50388642,16.84705661,16.85209122,14.02500387,14.50621506,7.479951259,11.10492825,17.6232548,14.66321363,13.9800325,15.84569875,15.60532239,,
Italy,ITA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.207833055,7.243861565,7.79216176,8.197955649,8.553828263,8.579600669,8.377354972,8.130175681,7.895128437,7.614187477,8.094086137,8.283270321,9.476507205,9.564153967,9.190759209,8.025630617,8.037390502,7.980529645,7.334807392,6.264342095,6.404881289,7.468910189,7.243133472,7.366202698,7.071247855,7.254232168,,
Jamaica,JAM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125514547,0.126190689,0.074043055,0.049857424,0.034401306,0.046506867,0.053945508,0.079177765,0.039221165,0.058952908,0.031371354,0.146368371,0.04804378,0.124339862,0.088198999,0.113818806,0.20457003,0.431792942,0.514783513,0.570252503,0.639070214,0.626373005,0.66652785,,
Jordan,JOR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.213474688,1.591485564,2.813581398,1.05929498,1.553562854,7.876465435,4.33264605,,5.696243594,1.964212438,5.712856656,8.042914801,7.046562232,4.159464089,1.782067813,1.904315152,1.385657772,1.230697848,1.12756016,0.916781394,1.41337474,2.861993897,2.513028256,2.254363776,1.595606386,,
Japan,JPN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.92880376,24.55742254,24.24049873,24.24646944,24.06979251,24.59316053,25.54593896,26.54654339,26.14833413,26.40512611,26.15222665,26.64937047,28.6886683,26.5954976,24.77556106,24.42804961,24.10432464,22.98115444,22.05695574,18.40781336,17.3143381,18.75847112,17.97278329,17.45941084,17.40936997,16.78429411,,
Kazakhstan,KAZ,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46463235,5.172735182,5.454911153,7.740263192,8.840901866,3.578615077,3.238614797,11.24069052,8.728163452,8.796182942,11.29115237,20.85955781,21.44792623,21.92647685,29.94278846,34.15859572,24.67344787,29.97018735,36.87460384,,
Kenya,KEN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03288515,3.031446301,1.577908589,2.353851867,3.399168474,3.585291915,4.038602355,4.430175279,4.498277546,3.278857645,3.879526519,4.93879824,10.56918344,3.598178387,3.204365705,2.899397841,3.241746809,5.509385141,4.150339903,5.310636166,5.699216154,,,,,
Kyrgyz Republic,KGZ,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.876929414,15.44400524,,10.76245207,3.482555645,14.78045345,16.03973812,5.714538737,1.961071559,9.293892997,1.842941094,2.876167446,2.153273847,3.045207635,4.941690911,0.977565979,3.013305317,4.636503822,5.28717548,,
Cambodia,KHM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082465588,0.066884002,0.175489734,0.344233419,0.154683182,0.120820123,0.028281858,0.043190324,0.077055297,0.177519817,0.087505489,0.081956946,0.135155519,0.188203806,,
Kiribati,KIR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.847974131,11.66428637,33.84718872,42.72070748,,38.49317524,0.691640243,,
St. Kitts and Nevis,KNA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.328012403,6.193689452,0.299890025,0.7482988,1.329786838,,0.176571387,0.640465725,0.217966599,0.065969492,0.703921886,0.075721632,0.681417719,0.332522403,1.023764018,0.451769582,0.022581273,1.29866312,0.123009243,,,,
"Korea, Rep.",KOR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.94320097,17.77896373,18.03506412,19.34141797,19.7675874,20.24822702,22.65468425,26.02948933,24.06843678,26.63634319,27.07512644,32.14623669,35.06590914,29.78481845,31.52977881,32.3161911,32.91734928,32.47640858,32.14585123,30.54460905,27.59875522,28.73409455,29.46593215,25.7213172,26.17347489,27.09934491,,
Kosovo,KSV,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.208249521,1.952853063,3.379132273,2.597646289,5.019173401,2.345057733,19.82451144,1.330422584,1.10341032,0.310303055,0.369784809,1.365667269,0.170373033,0.178572403,0.153249687,0.109688078,0.11675297,,0.343210893,0.476285556,0.299238502,0.520471289,,,,1.4315887,,
Latin America & Caribbean (developing only),LAC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.29961885,7.29094251,6.505674232,7.526286138,7.24506026,8.410761116,9.28653883,10.40647167,11.6151254,14.78896343,17.70002399,19.28204773,18.16843097,17.1849257,15.85350686,15.186597,14.78026619,14.62235204,13.06691773,11.9289177,13.50265858,12.63202208,12.58125746,11.61207809,12.17546915,,
Lao PDR,LAO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.289137944,3.052723618,2.600095043,2.344914515,2.489227808,2.381632334,2.135764242,2.419247981,2.833775119,2.763760385,2.236435658,2.440315858,4.532909209,12.79651796,2.381806766,2.006015073,2.214370984,,
Liberia,LBR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.301498496,3.700550807,3.199276614,6.804056246,4.911835971,7.288031058,3.61433537,5.18101248,5.064354158,5.524063066,5.199473692,7.803544891,8.409131768,7.319472917,8.50023285,11.23331646,14.82352765,16.87833064,,,,,,,
Latin America & Caribbean (all income levels),LCN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.641037945,6.408619371,7.07488571,7.748998937,8.704776994,9.556789447,12.38587676,14.71024776,15.83856934,15.26437138,14.52297039,13.5326167,12.6801126,12.1719252,11.990378,11.59260899,10.08830326,11.44132073,10.6214798,10.68020787,9.820258131,10.52701662,,
Least developed countries: UN classification,LDC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.745138946,,,,,,,,,,,,,,
Low income,LIC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.385687172,,2.876873139,2.24728275,2.552276598,3.4677165,,3.670214364,3.598071922,,,,,,,,5.495981628,,
Liechtenstein,LIE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.597690529,0.667119902,1.052442128,1.126729148,1.205114154,,,,,3.239078507,3.086320735,2.171256378,0.556696942,0.684796435,1.5291583,2.307857667,1.494807338,2.084351839,1.862545361,0.949291395,1.025951272,1.02153345,0.915135142,0.992280244,,
Lower middle income,LMC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.962460247,9.535241675,13.22259447,15.18949459,15.04536297,17.21014323,16.11146034,14.13298628,14.54948706,13.44420327,14.00024526,12.48764861,11.51321042,10.80564061,9.443586384,11.24669295,9.085121078,8.61301114,9.404987701,10.93167101,,
Low & middle income,LMY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.75593655,11.50603343,12.88802015,13.82397381,15.34867939,16.19861995,17.67332867,19.98301567,20.36974375,19.39894511,19.76263231,20.05079472,20.51135771,20.24610159,20.20487656,18.53446003,17.01201116,18.96850029,18.3770863,17.18805894,17.62941378,18.71155418,,
Lesotho,LSO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282669626,0.517349169,0.618586403,0.075378267,0.046852428,,,,0.216686282,0.311861242,,,,,,
Lithuania,LTU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.400481623,,5.284503433,3.664078576,3.584610154,3.792669688,3.290601838,3.296374656,4.458263805,4.990611202,3.770408263,4.790428512,4.721934472,6.153892776,8.057471159,10.84503636,11.14479194,9.994402174,10.60837644,10.21171712,10.42150357,10.33111769,,
Luxembourg,LUX,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.60051333,16.5583382,19.16557463,15.45934331,12.02214484,10.51130393,11.85670443,11.58417634,8.755123023,6.419478995,8.775215648,8.365462677,8.811916671,8.102753317,,,
Latvia,LVA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.533043829,5.165501237,5.203743587,6.25751733,3.978832389,4.060777075,3.959122402,3.772830006,3.867904265,4.58911383,4.885990508,5.314174985,6.821101055,6.947695298,6.953299326,7.758518211,7.644312054,8.242904557,9.777651216,13.01214609,,
"Macao SAR, China",MAC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.638138716,1.554793936,1.785477494,1.916677992,1.807783128,1.341315932,1.944736718,1.929760662,1.882283235,0.826918074,0.856655691,0.872244642,0.925561384,0.67288791,0.547995476,0.472430562,0.717749018,0.73693293,1.055445421,2.052478747,4.316742757,0,0,0,,,
St. Martin (French part),MAF,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52562889,2.119738278,0.550582556,0.359904765,0.411670817,9.56603216,12.33080699,11.28624441,9.508523786,11.11458536,11.34644242,10.18017418,9.641127053,9.791434552,8.817537552,5.950363166,7.325102243,7.692046008,6.068227714,6.350752002,6.550950786,,
Monaco,MCO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.161701151,3.787891991,10.18763212,27.3876701,3.078261445,4.470038182,3.077960783,2.593038478,3.980864553,3.326060189,2.680779742,3.95672574,4.778952742,5.121666263,4.242426639,4.590382934,8.25988861,6.30872046,4.784576597,2.361125694,,
Madagascar,MDG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.068183947,1.429880681,0.942164435,9.027483472,1.863798326,1.213205481,2.224000568,0.858761822,18.28430704,3.306115321,0.572268431,0.905969808,1.036023796,0.647063829,0.565536745,0.782423602,1.168312073,1.064690813,0.66280763,1.650341148,1.037518794,8.368643238,0.373111205,0.579351766,,
Maldives,MDV,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
Middle East & North Africa (all income levels),MEA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.384330543,4.466934655,6.026473992,3.597402531,4.775921824,,6.362819037,6.650152951,5.546323138,4.32711931,4.230770267,4.654786147,3.786188309,3.069703377,3.582842032,1.946108723,2.540245143,3.411999625,,,,,,
Mexico,MEX,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.09726977,8.429322322,8.680141476,11.24382898,11.59886598,13.93697516,15.17258119,15.80526976,17.55396463,19.25281534,20.74644062,22.45135077,22.05600024,21.42670845,21.39909612,21.28539642,19.63565926,18.98140785,17.17706,15.72923353,18.1761875,16.93780936,16.50981661,16.33506619,15.92476176,,
Marshall Islands,MHL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.80763116,11.5619962,12.98152301,13.95238858,15.47076409,16.35465933,17.80502677,20.18492852,20.57778071,19.59155903,19.93333617,20.210318,20.67147172,20.391696,20.324264,18.65501105,17.14204974,19.11534041,18.52035071,17.28310203,17.71909876,18.83564932,,
"Macedonia, FYR",MKD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.168902902,3.228197922,1.565032502,2.240889585,1.940070259,0.879965874,1.24289113,1.092945261,1.376619442,1.346641154,1.170544564,1.083859252,1.112986628,0.831502629,,2.948865718,3.38153387,3.908342523,3.889800964,3.658531318,,
Mali,MLI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.553684447,6.801520662,5.206887416,3.852016614,14.80774804,6.490053111,9.470103659,4.30057245,4.155231912,5.141066536,7.04840914,7.943730463,1.470042334,,2.397024089,3.02189618,1.247504414,,,
