Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Taiwan, China",TWN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180448986,3.451970525,5.923475211,1.167549885,1.590820224,0.741255826,1.409289501,0.820967119,1.10500811,0.56350154,1.501823093,1.53491819,3.042268112,3.478349147,5.404941572,10.17040692,5.416251192,,
Uganda,UGA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.99099863,2.107101317,0.249929637,1.291929591,4.588324908,10.71195973,4.356932129,12.86702954,15.32202997,6.301190866,3.281546594,12.49819945,33.75624378,10.48941779,1.255539847,1.082315541,2.370904438,21.93999778,20.65065733,1.867634112,,
Ukraine,UKR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89147584,4.370158875,5.100903469,4.378668466,5.227240865,4.658148685,4.861306033,6.91831518,6.296997836,3.724530925,3.397535409,3.653825526,3.287033721,5.550738184,4.336272191,4.392417637,6.301843288,5.894952191,,
Upper middle income,UMC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.89801412,12.80987331,14.10813071,15.24887945,16.25004358,16.75349464,18.68425928,21.11879848,22.09749301,21.42142646,21.68531083,22.35672639,22.5601225,22.58237615,22.95862335,20.94645693,19.45145343,21.62839809,21.65767834,20.16072887,20.34306058,21.20142022,,
Uruguay,URY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.712816275,1.920419839,2.625525981,2.655651499,2.188880244,2.106348543,2.429389729,2.222752496,2.196618704,3.10777577,2.643936781,2.9225519,2.721332966,3.530956359,3.415293648,4.593920396,5.751597255,6.592826727,6.122160102,9.30095013,8.660762954,,
United States,USA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.16238957,32.52996733,32.40150439,32.56328763,31.4651345,30.99909101,30.30063758,30.75878968,31.72874829,33.21589023,34.25823054,33.78761058,32.5915242,31.75945204,30.82052135,30.27626713,29.90198855,30.05699929,27.2226646,25.92033217,21.48768979,19.93438596,18.0913116,17.83311772,17.75576508,,
Uzbekistan,UZB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014036238,17.30704205,0,0.026149364,0,0,0,0.008551968,0.004237643,0.00306285,0,0,0.053587964,0.027431276,0.208783985,0.007072873,0.772991048,0.15588356,0.001848139,0.058444023,,,
"Venezuela, RB",VEN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.938725197,1.490857595,2.201436499,2.567247283,2.391194836,2.722699894,2.521642113,2.546908787,2.60344792,3.018177461,2.890965786,3.377608176,3.429491526,4.219513948,2.437642483,2.301986096,2.413791343,,3.471367674,4.177609884,5.052219641,2.79617388,0.001326805,1.130332031,,
Virgin Islands (U.S.),VIR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135759687,0.102063988,0.173917606,11.06894478,8.507502909,5.857787623,5.566738186,4.480012648,5.363191673,6.217878053,8.949339276,4.789839839,6.21247846,8.612004199,14.49101566,20.48283246,28.2082869,,
Vanuatu,VUT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.83239821,12.70003497,,,4.944915293,,,,,,0.355693163,,,,,,7.656903869,2.017356357,,5.166678229,13.79701489,53.9694268,,,,
West Bank and Gaza,PSE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.51502026,18.21041115,18.71157071,18.21764772,19.05867482,19.44246283,19.99274674,20.1618143,21.34178618,22.0383053,23.07794571,24.46391466,22.97296394,22.24335355,21.15902664,20.93194705,20.64893325,20.79146459,17.5236718,16.71189963,18.15846464,17.58191783,16.52156487,16.97066134,17.04950642,,
Samoa,WSM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.508135133,0.151725411,0.145876021,0.083134486,8.736799034,0.049737615,0.072531619,0.577182649,0.314032253,0.201235436,0.200717053,0.082950329,0.641854197,,
"Yemen, Rep.",YEM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002640114,0.010913654,0.521450864,0.259033446,0.239194561,0.509999038,0.382328701,0.275284568,0.374468145,0.357467077,0.316456487,0.215666447,0.355617903,,
South Africa,ZAF,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.96800466,4.727845505,4.876683179,5.710909897,5.650817654,7.531410066,8.749016042,7.146985101,7.000875876,6.460410909,5.163790009,4.832737639,5.537991577,6.656221763,6.458640303,5.580762849,5.123385369,5.354949319,4.625784115,5.036080249,5.380503504,5.471343968,,
"Congo, Dem. Rep.",COD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,ZMB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.480391632,,2.162540538,2.045810833,25.08973209,4.02342058,1.112690099,0.316156043,0.136770624,0.400658895,0.505136646,0.756466513,1.090505634,1.868518011,2.945875772,2.543997413,1.499433953,0.955027105,24.80057046,4.958050331,2.374582493,,
Zimbabwe,ZWE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.488336446,0.879476867,0.894181398,0.670965807,1.133008966,1.163429701,2.107843778,2.025544465,,1.945485714,1.684154847,0.544358824,2.686228679,,0.902913728,1.548765859,13.49128658,3.091865276,12.21130897,0.984378272,0.843400924,1.207209459,5.945303983,3.607210183,,
